30.6, 1.11
35.6, 2.32
38.6, 3.92
40.6, 5.76
42.6, 8.62
44.6, 13.19
45.6, 16.2
46.6, 19.69
47.6, 23.19
48.6, 26.43
49.6, 28.75
50.6, 29.6
51.6, 28.76
52.6, 26.37
53.6, 23.05
54.6, 19.54
55.6, 16.08
56.6, 13.13
58.6, 8.65
60.6, 5.72
62.6, 3.9
65.6, 2.32
70.6, 1.12
