-0.1, 0.6
4.9, 1.62
9.9, 5.57
14.9, 9.81
19.9, 10.97
24.9, 11.28
29.9, 11.35
34.9, 11.28
39.9, 10.99
44.9, 9.87
49.9, 5.76
54.9, 1.67
59.9, 0.58
